45, 0.03, 12, 0.7, Качество_воздуха
30, 0.05, 18, 0.6, Качество_воздуха
55, 0.04, 15, 0.8, Качество_воздуха
60, 0.02, 10, 0.9, Качество_воздуха
42, 0.06, 20, 0.5, Качество_воздуха
35, 0.07, 22, 0.4, Качество_воздуха
50, 0.03, 14, 0.7, Качество_воздуха
48, 0.04, 16, 0.8, Качество_воздуха
38, 0.05, 19, 0.6, Качество_воздуха
52, 0.02, 13, 0.9, Качество_воздуха
40, 0.06, 17, 0.5, Качество_воздуха
33, 0.07, 21, 0.4, Качество_воздуха
47, 0.03, 15, 0.7, Качество_воздуха
50, 0.04, 18, 0.8, Качество_воздуха
45, 0.05, 12, 0.6, Качество_воздуха
60, 0.02, 10, 0.9, Качество_воздуха
42, 0.06, 20, 0.5, Качество_воздуха
35, 0.07, 22, 0.4, Качество_воздуха
55, 0.03, 14, 0.7, Качество_воздуха
50, 0.04, 16, 0.8, Качество_воздуха
45, 0.05, 19, 0.6, Качество_воздуха
52, 0.02, 13, 0.9, Качество_воздуха
40, 0.06, 17, 0.5, Качество_воздуха
33, 0.07, 21, 0.4, Качество_воздуха
47, 0.03, 15, 0.7, Качество_воздуха
50, 0.04, 18, 0.8, Качество_воздуха
45, 0.05, 12, 0.6, Качество_воздуха
60, 0.02, 10, 0.9, Качество_воздуха
42, 0.06, 20, 0.5, Качество_воздуха
35, 0.07, 22, 0.4, Качество_воздуха
55, 0.03, 14, 0.7, Качество_воздуха
50, 0.04, 16, 0.8, Качество_воздуха
45, 0.05, 19, 0.6, Качество_воздуха
52, 0.02, 13, 0.9, Качество_воздуха
40, 0.06, 17, 0.5, Качество_воздуха
33, 0.07, 21, 0.4, Качество_воздуха
47, 0.03, 15, 0.7, Качество_воздуха
50, 0.04, 18, 0.8, Качество_воздуха
45, 0.05, 12, 0.6, Качество_воздуха
60, 0.02, 10, 0.9, Качество_воздуха
42, 0.06, 20, 0.5, Качество_воздуха
35, 0.07, 22, 0.4, Качество_воздуха
55, 0.03, 14, 0.7, Качество_воздуха
50, 0.04, 16, 0.8, Качество_воздуха
45, 0.05, 19, 0.6, Качество_воздуха
52, 0.02, 13, 0.9, Качество_воздуха
40, 0.06, 17, 0.5, Качество_воздуха
33, 0.07, 21, 0.4, Качество_воздуха
47, 0.03, 15, 0.7, Качество_воздуха
70, 50, 80, 65, Уровень_шума
65, 55, 85, 60, Уровень_шума
75, 45, 75, 70, Уровень_шума
80, 40, 70, 75, Уровень_шума
72, 48, 78, 67, Уровень_шума
68, 52, 82, 63, Уровень_шума
74, 46, 76, 69, Уровень_шума
77, 43, 73, 72, Уровень_шума
69, 51, 81, 64, Уровень_шума
73, 47, 77, 68, Уровень_шума
71, 49, 79, 66, Уровень_шума
66, 54, 84, 61, Уровень_шума
78, 42, 72, 74, Уровень_шума
76, 44, 74, 71, Уровень_шума
67, 53, 83, 62, Уровень_шума
75, 45, 75, 70, Уровень_шума
80, 40, 70, 75, Уровень_шума
72, 48, 78, 67, Уровень_шума
68, 52, 82, 63, Уровень_шума
74, 46, 76, 69, Уровень_шума
77, 43, 73, 72, Уровень_шума
69, 51, 81, 64, Уровень_шума
73, 47, 77, 68, Уровень_шума
71, 49, 79, 66, Уровень_шума
66, 54, 84, 61, Уровень_шума
78, 42, 72, 74, Уровень_шума
76, 44, 74, 71, Уровень_шума
67, 53, 83, 62, Уровень_шума
75, 45, 75, 70, Уровень_шума
80, 40, 70, 75, Уровень_шума
72, 48, 78, 67, Уровень_шума
68, 52, 82, 63, Уровень_шума
74, 46, 76, 69, Уровень_шума
77, 43, 73, 72, Уровень_шума
69, 51, 81, 64, Уровень_шума
73, 47, 77, 68, Уровень_шума
71, 49, 79, 66, Уровень_шума
66, 54, 84, 61, Уровень_шума
78, 42, 72, 74, Уровень_шума
76, 44, 74, 71, Уровень_шума
67, 53, 83, 62, Уровень_шума
75, 45, 75, 70, Уровень_шума
80, 40, 70, 75, Уровень_шума
72, 48, 78, 67, Уровень_шума
68, 52, 82, 63, Уровень_шума
74, 46, 76, 69, Уровень_шума
77, 43, 73, 72, Уровень_шума
69, 51, 81, 64, Уровень_шума
73, 47, 77, 68, Уровень_шума
71, 49, 79, 66, Уровень_шума
66, 54, 84, 61, Уровень_шума
7.2, 200, 30, 1.0, Качество_воды
7.5, 180, 40, 0.9, Качество_воды
6.8, 220, 25, 1.1, Качество_воды
7.0, 210, 35, 1.0, Качество_воды
7.4, 190, 28, 0.8, Качество_воды
7.1, 200, 33, 0.9, Качество_воды
7.3, 195, 32, 1.1, Качество_воды
6.9, 215, 27, 1.0, Качество_воды
7.6, 185, 38, 0.8, Качество_воды
7.2, 205, 29, 0.9, Качество_воды
7.0, 200, 31, 1.0, Качество_воды
7.5, 180, 40, 0.9, Качество_воды
6.8, 220, 25, 1.1, Качество_воды
7.0, 210, 35, 1.0, Качество_воды
7.4, 190, 28, 0.8, Качество_воды
7.1, 200, 33, 0.9, Качество_воды
7.3, 195, 32, 1.1, Качество_воды
6.9, 215, 27, 1.0, Качество_воды
7.6, 185, 38, 0.8, Качество_воды
7.2, 205, 29, 0.9, Качество_воды
7.0, 200, 31, 1.0, Качество_воды
7.5, 180, 40, 0.9, Качество_воды
6.8, 220, 25, 1.1, Качество_воды
7.0, 210, 35, 1.0, Качество_воды
7.4, 190, 28, 0.8, Качество_воды
7.1, 200, 33, 0.9, Качество_воды
7.3, 195, 32, 1.1, Качество_воды
6.9, 215, 27, 1.0, Качество_воды
7.6, 185, 38, 0.8, Качество_воды
7.2, 205, 29, 0.9, Качество_воды
7.0, 200, 31, 1.0, Качество_воды
7.5, 180, 40, 0.9, Качество_воды
6.8, 220, 25, 1.1, Качество_воды
7.0, 210, 35, 1.0, Качество_воды
7.4, 190, 28, 0.8, Качество_воды
7.1, 200, 33, 0.9, Качество_воды
7.3, 195, 32, 1.1, Качество_воды
6.9, 215, 27, 1.0, Качество_воды
7.6, 185, 38, 0.8, Качество_воды
7.2, 205, 29, 0.9, Качество_воды
7.0, 200, 31, 1.0, Качество_воды
7.5, 180, 40, 0.9, Качество_воды
6.8, 220, 25, 1.1, Качество_воды
7.0, 210, 35, 1.0, Качество_воды
7.4, 190, 28, 0.8, Качество_воды
7.1, 200, 33, 0.9, Качество_воды
7.3, 195, 32, 1.1, Качество_воды
6.9, 215, 27, 1.0, Качество_воды
7.6, 185, 38, 0.8, Качество_воды
